benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-086/uf20-086-c1.dd;5;12;5;9;5;5;5;5;6;0.15727710723876953
../data/dimacs_analysis/uf20-086/uf20-086-c2.dd;9;19;10;16;10;10;9;10;9;0.3915979862213135
../data/dimacs_analysis/uf20-086/uf20-086-c3.dd;20;45;23;40;23;23;22;23;21;1.3668067455291748
../data/dimacs_analysis/uf20-086/uf20-086-c4.dd;36;75;46;69;46;44;45;43;38;2.3900094032287598
../data/dimacs_analysis/uf20-086/uf20-086-c5.dd;60;110;70;97;70;68;62;63;57;3.8344228267669678
../data/dimacs_analysis/uf20-086/uf20-086-c6.dd;64;114;72;101;72;70;64;65;59;3.909977912902832
../data/dimacs_analysis/uf20-086/uf20-086-c7.dd;117;170;106;153;106;100;96;101;94;5.5110392570495605
../data/dimacs_analysis/uf20-086/uf20-086-c8.dd;145;200;136;179;136;129;121;130;121;7.413198709487915
../data/dimacs_analysis/uf20-086/uf20-086-c9.dd;225;285;190;261;190;181;177;186;172;12.240090608596802
../data/dimacs_analysis/uf20-086/uf20-086-c10.dd;264;361;239;331;239;231;220;232;220;16.364910125732422
../data/dimacs_analysis/uf20-086/uf20-086-c11.dd;280;356;236;325;236;226;217;229;217;16.004677534103394
../data/dimacs_analysis/uf20-086/uf20-086-c12.dd;328;410;274;378;274;234;253;249;230;18.543030977249146
../data/dimacs_analysis/uf20-086/uf20-086-c13.dd;392;484;346;420;346;293;295;321;283;31.264115571975708
../data/dimacs_analysis/uf20-086/uf20-086-c14.dd;426;489;356;425;356;294;305;324;283;29.776854753494263
../data/dimacs_analysis/uf20-086/uf20-086-c15.dd;443;493;368;417;368;305;305;334;290;31.776265382766724
../data/dimacs_analysis/uf20-086/uf20-086-c16.dd;635;585;449;502;449;387;382;407;356;34.90770125389099
../data/dimacs_analysis/uf20-086/uf20-086-c17.dd;684;625;482;533;482;412;406;433;381;39.21476173400879
../data/dimacs_analysis/uf20-086/uf20-086-c18.dd;724;673;525;549;525;444;429;476;419;40.79645299911499
../data/dimacs_analysis/uf20-086/uf20-086-c19.dd;736;678;538;558;538;457;447;481;419;40.10386776924133
../data/dimacs_analysis/uf20-086/uf20-086-c20.dd;796;717;574;569;574;482;459;520;450;43.47807502746582
../data/dimacs_analysis/uf20-086/uf20-086-c21.dd;885;757;616;602;616;511;493;541;454;45.40946912765503
../data/dimacs_analysis/uf20-086/uf20-086-c22.dd;916;741;604;584;604;510;479;532;448;44.116456747055054
../data/dimacs_analysis/uf20-086/uf20-086-c23.dd;955;701;567;545;567;490;443;505;432;49.90093231201172
../data/dimacs_analysis/uf20-086/uf20-086-c24.dd;1194;856;689;671;689;587;546;626;528;62.146625995635986
