benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-050/uf20-050-c1.dd;5;12;5;11;5;5;5;5;5;0.1529102325439453
../data/dimacs_analysis/uf20-050/uf20-050-c2.dd;12;26;15;24;15;14;15;16;13;0.4236323833465576
../data/dimacs_analysis/uf20-050/uf20-050-c3.dd;26;47;33;40;33;29;29;33;25;1.0581309795379639
../data/dimacs_analysis/uf20-050/uf20-050-c4.dd;35;67;48;58;48;44;43;43;36;2.3568406105041504
../data/dimacs_analysis/uf20-050/uf20-050-c5.dd;50;83;62;71;62;55;58;60;47;2.8927524089813232
../data/dimacs_analysis/uf20-050/uf20-050-c6.dd;49;83;62;70;62;53;57;57;47;2.471055269241333
../data/dimacs_analysis/uf20-050/uf20-050-c7.dd;97;149;118;131;118;99;108;110;90;4.8873131275177
../data/dimacs_analysis/uf20-050/uf20-050-c8.dd;146;225;157;206;157;138;148;151;128;8.330676078796387
../data/dimacs_analysis/uf20-050/uf20-050-c9.dd;253;395;284;370;284;261;268;262;221;18.728404998779297
../data/dimacs_analysis/uf20-050/uf20-050-c10.dd;256;383;274;358;274;251;257;257;220;19.7055721282959
../data/dimacs_analysis/uf20-050/uf20-050-c11.dd;344;526;375;500;375;350;355;351;305;29.708146810531616
../data/dimacs_analysis/uf20-050/uf20-050-c12.dd;362;566;395;524;395;368;362;359;316;34.58768367767334
../data/dimacs_analysis/uf20-050/uf20-050-c13.dd;562;829;583;752;583;547;530;534;473;52.79912281036377
