benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-028/uf20-028-c1.dd;5;12;5;9;5;5;5;5;6;0.16608071327209473
../data/dimacs_analysis/uf20-028/uf20-028-c2.dd;8;17;8;12;8;7;8;8;9;0.2387089729309082
../data/dimacs_analysis/uf20-028/uf20-028-c3.dd;14;31;20;25;20;18;18;18;14;0.6089322566986084
../data/dimacs_analysis/uf20-028/uf20-028-c4.dd;27;56;36;44;36;33;30;33;28;1.5926408767700195
../data/dimacs_analysis/uf20-028/uf20-028-c5.dd;49;85;59;70;59;51;51;47;41;2.5378754138946533
../data/dimacs_analysis/uf20-028/uf20-028-c6.dd;88;141;95;122;95;84;85;79;70;4.555837392807007
../data/dimacs_analysis/uf20-028/uf20-028-c7.dd;97;157;112;137;112;102;101;90;80;5.186141014099121
../data/dimacs_analysis/uf20-028/uf20-028-c8.dd;118;182;133;157;133;122;117;109;95;6.0058369636535645
../data/dimacs_analysis/uf20-028/uf20-028-c9.dd;210;305;234;263;234;208;206;197;163;10.812613248825073
../data/dimacs_analysis/uf20-028/uf20-028-c10.dd;226;328;251;279;251;224;221;211;174;12.10023021697998
../data/dimacs_analysis/uf20-028/uf20-028-c11.dd;298;413;325;361;325;292;293;265;234;16.528242588043213
../data/dimacs_analysis/uf20-028/uf20-028-c12.dd;362;468;370;393;370;326;316;310;271;18.387442588806152
../data/dimacs_analysis/uf20-028/uf20-028-c13.dd;424;553;430;462;430;381;372;371;325;40.340049028396606
../data/dimacs_analysis/uf20-028/uf20-028-c14.dd;493;612;498;521;498;425;439;413;350;48.70856046676636
../data/dimacs_analysis/uf20-028/uf20-028-c15.dd;724;855;715;701;715;606;619;611;521;70.90623307228088
