benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-063/uf20-063-c1.dd;5;11;6;8;6;6;6;6;5;0.16756987571716309
../data/dimacs_analysis/uf20-063/uf20-063-c2.dd;9;16;11;11;11;10;8;10;7;0.3001072406768799
../data/dimacs_analysis/uf20-063/uf20-063-c3.dd;15;28;20;22;20;17;17;19;14;0.5974075794219971
../data/dimacs_analysis/uf20-063/uf20-063-c4.dd;21;43;30;33;30;28;26;29;23;1.0354058742523193
../data/dimacs_analysis/uf20-063/uf20-063-c5.dd;35;76;48;63;48;45;42;48;42;2.220595598220825
../data/dimacs_analysis/uf20-063/uf20-063-c6.dd;53;103;68;82;68;63;56;68;59;3.219999074935913
../data/dimacs_analysis/uf20-063/uf20-063-c7.dd;67;120;81;92;81;76;68;80;69;3.6975505352020264
../data/dimacs_analysis/uf20-063/uf20-063-c8.dd;77;133;90;103;90;85;73;89;78;4.599443197250366
../data/dimacs_analysis/uf20-063/uf20-063-c9.dd;88;150;100;117;100;95;88;97;87;5.019071817398071
../data/dimacs_analysis/uf20-063/uf20-063-c10.dd;82;137;90;105;90;86;80;88;79;4.6604180335998535
../data/dimacs_analysis/uf20-063/uf20-063-c11.dd;97;149;102;112;102;94;84;99;86;4.535099267959595
../data/dimacs_analysis/uf20-063/uf20-063-c12.dd;122;170;123;132;123;113;103;115;101;5.66560959815979
../data/dimacs_analysis/uf20-063/uf20-063-c13.dd;120;171;122;132;122;115;103;113;101;6.021296501159668
../data/dimacs_analysis/uf20-063/uf20-063-c14.dd;137;200;142;157;142;134;119;134;117;7.006224155426025
../data/dimacs_analysis/uf20-063/uf20-063-c15.dd;137;198;142;155;142;134;119;134;119;6.649645090103149
../data/dimacs_analysis/uf20-063/uf20-063-c16.dd;134;196;139;152;139;132;115;131;117;6.59841251373291
../data/dimacs_analysis/uf20-063/uf20-063-c17.dd;162;234;161;189;161;148;145;148;134;9.40083122253418
../data/dimacs_analysis/uf20-063/uf20-063-c18.dd;190;265;182;220;182;168;159;170;155;10.569615602493286
../data/dimacs_analysis/uf20-063/uf20-063-c19.dd;193;257;176;208;176;163;155;164;151;10.550233364105225
../data/dimacs_analysis/uf20-063/uf20-063-c20.dd;300;372;260;305;260;235;226;250;225;16.58830714225769
../data/dimacs_analysis/uf20-063/uf20-063-c21.dd;320;381;280;297;280;256;229;265;238;18.945632696151733
../data/dimacs_analysis/uf20-063/uf20-063-c22.dd;367;436;325;328;325;285;256;309;278;25.066020250320435
../data/dimacs_analysis/uf20-063/uf20-063-c23.dd;389;464;352;340;352;308;268;335;300;28.200207233428955
../data/dimacs_analysis/uf20-063/uf20-063-c24.dd;562;572;455;415;455;384;333;431;372;41.67954874038696
../data/dimacs_analysis/uf20-063/uf20-063-c25.dd;592;545;436;391;436;370;322;415;356;40.636340618133545
../data/dimacs_analysis/uf20-063/uf20-063-c26.dd;771;698;561;504;561;484;420;536;455;48.30445957183838
../data/dimacs_analysis/uf20-063/uf20-063-c27.dd;783;710;575;512;575;462;431;544;463;54.41986632347107
