benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-048/uf20-048-c1.dd;5;10;7;10;7;7;7;6;4;0.1431739330291748
../data/dimacs_analysis/uf20-048/uf20-048-c2.dd;11;28;14;26;14;14;13;15;14;0.5385959148406982
../data/dimacs_analysis/uf20-048/uf20-048-c3.dd;22;54;26;49;26;26;27;29;30;1.4268279075622559
../data/dimacs_analysis/uf20-048/uf20-048-c4.dd;42;87;52;81;52;50;53;46;45;2.6371114253997803
../data/dimacs_analysis/uf20-048/uf20-048-c5.dd;63;112;73;105;73;67;73;59;54;3.2795660495758057
../data/dimacs_analysis/uf20-048/uf20-048-c6.dd;97;169;114;160;114;104;114;86;78;6.230851173400879
../data/dimacs_analysis/uf20-048/uf20-048-c7.dd;193;286;198;272;198;177;200;152;138;13.591176748275757
../data/dimacs_analysis/uf20-048/uf20-048-c8.dd;223;328;223;312;223;202;226;173;152;16.207135438919067
../data/dimacs_analysis/uf20-048/uf20-048-c9.dd;385;506;368;483;368;319;375;315;253;28.00040102005005
../data/dimacs_analysis/uf20-048/uf20-048-c10.dd;377;506;368;486;368;316;372;312;250;28.800055980682373
../data/dimacs_analysis/uf20-048/uf20-048-c11.dd;419;566;412;542;412;360;417;342;277;36.00023102760315
../data/dimacs_analysis/uf20-048/uf20-048-c12.dd;758;762;571;719;571;483;573;491;370;47.53628897666931
../data/dimacs_analysis/uf20-048/uf20-048-c13.dd;848;787;627;740;627;514;626;546;437;49.13939905166626
../data/dimacs_analysis/uf20-048/uf20-048-c14.dd;875;794;642;747;642;528;632;551;439;48.495702505111694
../data/dimacs_analysis/uf20-048/uf20-048-c15.dd;1035;1011;837;943;837;684;808;727;581;64.68319511413574
