benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-043/uf20-043-c1.dd;5;12;5;9;5;5;5;5;6;0.15775108337402344
../data/dimacs_analysis/uf20-043/uf20-043-c2.dd;8;20;9;15;9;9;9;9;10;0.38312363624572754
../data/dimacs_analysis/uf20-043/uf20-043-c3.dd;16;38;21;30;20;21;19;19;18;1.0062954425811768
../data/dimacs_analysis/uf20-043/uf20-043-c4.dd;26;56;33;46;32;33;29;33;29;1.5669455528259277
../data/dimacs_analysis/uf20-043/uf20-043-c5.dd;48;104;57;90;56;57;50;52;53;3.785682439804077
../data/dimacs_analysis/uf20-043/uf20-043-c6.dd;74;141;91;127;91;89;82;83;81;5.828725576400757
../data/dimacs_analysis/uf20-043/uf20-043-c7.dd;107;210;136;187;136;133;124;128;127;9.36006212234497
../data/dimacs_analysis/uf20-043/uf20-043-c8.dd;137;262;170;239;170;166;158;166;155;11.776850700378418
../data/dimacs_analysis/uf20-043/uf20-043-c9.dd;263;377;292;317;292;268;240;285;239;18.098299503326416
../data/dimacs_analysis/uf20-043/uf20-043-c10.dd;314;393;307;329;307;255;263;301;246;18.773085117340088
../data/dimacs_analysis/uf20-043/uf20-043-c11.dd;660;690;569;583;569;457;493;542;433;33.78032088279724
../data/dimacs_analysis/uf20-043/uf20-043-c12.dd;630;667;525;572;525;436;472;496;410;32.252042055130005
../data/dimacs_analysis/uf20-043/uf20-043-c13.dd;740;779;607;672;607;506;552;568;474;36.534220933914185
../data/dimacs_analysis/uf20-043/uf20-043-c14.dd;1030;1035;822;891;822;686;746;728;611;50.857423067092896
