benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-061/uf20-061-c1.dd;5;12;5;11;5;5;5;5;5;0.14464902877807617
../data/dimacs_analysis/uf20-061/uf20-061-c2.dd;12;29;12;25;12;12;12;13;14;0.554764986038208
../data/dimacs_analysis/uf20-061/uf20-061-c3.dd;14;33;14;28;14;14;14;16;15;0.6591193675994873
../data/dimacs_analysis/uf20-061/uf20-061-c4.dd;26;56;33;49;33;31;33;34;28;1.3720974922180176
../data/dimacs_analysis/uf20-061/uf20-061-c5.dd;51;106;59;93;59;52;54;55;52;3.2969906330108643
../data/dimacs_analysis/uf20-061/uf20-061-c6.dd;75;149;87;131;87;79;78;83;77;5.719665288925171
../data/dimacs_analysis/uf20-061/uf20-061-c7.dd;123;228;150;209;150;134;140;131;116;10.218703985214233
../data/dimacs_analysis/uf20-061/uf20-061-c8.dd;169;305;199;273;199;175;180;177;161;14.980818510055542
../data/dimacs_analysis/uf20-061/uf20-061-c9.dd;178;316;212;281;212;187;186;185;168;15.851755619049072
../data/dimacs_analysis/uf20-061/uf20-061-c10.dd;205;341;230;304;230;205;204;206;184;17.770244598388672
../data/dimacs_analysis/uf20-061/uf20-061-c11.dd;189;309;207;272;207;184;185;183;166;16.15039610862732
../data/dimacs_analysis/uf20-061/uf20-061-c12.dd;185;291;202;252;202;181;176;178;160;14.513685464859009
../data/dimacs_analysis/uf20-061/uf20-061-c13.dd;331;424;309;379;309;277;276;269;250;21.254302501678467
../data/dimacs_analysis/uf20-061/uf20-061-c14.dd;350;440;329;390;329;291;291;287;262;23.200814723968506
../data/dimacs_analysis/uf20-061/uf20-061-c15.dd;374;475;358;425;358;316;318;309;279;26.130059480667114
../data/dimacs_analysis/uf20-061/uf20-061-c16.dd;545;669;503;595;503;441;455;436;398;38.475733041763306
../data/dimacs_analysis/uf20-061/uf20-061-c17.dd;583;709;535;608;535;469;484;467;424;41.144399881362915
../data/dimacs_analysis/uf20-061/uf20-061-c18.dd;675;784;602;647;602;518;520;531;479;67.80299496650696
