benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../dimacs_analysis/uf20-019/uf20-019-c1.dd;6;11;6;10;6;6;6;6;5;0.09440279006958008
../dimacs_analysis/uf20-019/uf20-019-c2.dd;8;14;7;11;7;6;7;8;7;0.12609291076660156
../dimacs_analysis/uf20-019/uf20-019-c3.dd;18;32;16;25;16;13;18;19;18;0.3735044002532959
../dimacs_analysis/uf20-019/uf20-019-c4.dd;23;43;28;33;28;25;27;25;24;0.6454563140869141
../dimacs_analysis/uf20-019/uf20-019-c5.dd;41;75;50;63;50;49;43;45;42;1.4903781414031982
../dimacs_analysis/uf20-019/uf20-019-c6.dd;57;103;65;86;65;63;58;62;58;2.141686201095581
../dimacs_analysis/uf20-019/uf20-019-c7.dd;74;142;87;120;87;86;79;84;80;3.7401692867279053
../dimacs_analysis/uf20-019/uf20-019-c8.dd;95;173;108;145;108;104;95;103;99;4.291891813278198
../dimacs_analysis/uf20-019/uf20-019-c9.dd;98;176;113;148;113;108;100;108;102;4.179128170013428
../dimacs_analysis/uf20-019/uf20-019-c10.dd;104;182;121;150;121;113;105;111;104;4.313709497451782
../dimacs_analysis/uf20-019/uf20-019-c11.dd;152;273;191;227;191;177;165;177;164;7.680827379226685
../dimacs_analysis/uf20-019/uf20-019-c12.dd;214;368;256;318;256;240;235;232;212;11.980740785598755
../dimacs_analysis/uf20-019/uf20-019-c13.dd;258;412;283;348;283;265;259;261;239;11.855597019195557
../dimacs_analysis/uf20-019/uf20-019-c14.dd;426;596;415;495;415;373;369;393;349;18.180986166000366
../dimacs_analysis/uf20-019/uf20-019-c15.dd;570;667;501;539;501;440;433;467;395;22.53877878189087
../dimacs_analysis/uf20-019/uf20-019-c16.dd;548;643;484;516;484;425;415;445;377;24.047592163085938
../dimacs_analysis/uf20-019/uf20-019-c17.dd;659;747;567;616;567;493;494;518;449;27.32743191719055
../dimacs_analysis/uf20-019/uf20-019-c18.dd;769;777;593;642;593;515;519;544;467;28.266993284225464
../dimacs_analysis/uf20-019/uf20-019-c19.dd;783;803;618;657;618;532;530;563;485;39.86832571029663
../dimacs_analysis/uf20-019/uf20-019-c20.dd;995;1001;773;827;773;653;660;681;591;43.26856350898743
../dimacs_analysis/uf20-019/uf20-019-c21.dd;999;1009;779;835;779;661;661;682;594;47.46861958503723
../dimacs_analysis/uf20-019/uf20-019-c22.dd;960;904;691;744;691;581;582;609;527;47.76413154602051
../dimacs_analysis/uf20-019/uf20-019-c23.dd;1044;931;716;767;716;600;604;628;541;48.96414542198181
../dimacs_analysis/uf20-019/uf20-019-c24.dd;1048;863;659;698;659;560;550;589;511;52.25240731239319
../dimacs_analysis/uf20-019/uf20-019-c25.dd;1252;935;737;754;737;629;614;651;560;51.43502163887024
../dimacs_analysis/uf20-019/uf20-019-c26.dd;1230;963;783;772;783;655;653;685;578;51.85777950286865
../dimacs_analysis/uf20-019/uf20-019-c27.dd;1303;980;803;779;803;666;665;692;585;54.175156593322754
../dimacs_analysis/uf20-019/uf20-019-c28.dd;1371;1025;848;821;848;693;706;724;607;57.65324592590332
../dimacs_analysis/uf20-019/uf20-019-c29.dd;1337;963;799;766;799;654;661;678;563;52.42672610282898
../dimacs_analysis/uf20-019/uf20-019-c30.dd;1457;1003;828;798;828;679;684;707;587;56.88396883010864
../dimacs_analysis/uf20-019/uf20-019-c31.dd;1477;989;823;804;823;673;694;671;574;59.836864948272705
../dimacs_analysis/uf20-019/uf20-019-c32.dd;1458;827;680;641;680;549;537;567;491;69.9735426902771
