benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-034/uf20-034-c1.dd;5;12;5;11;5;5;5;5;5;0.15341806411743164
../data/dimacs_analysis/uf20-034/uf20-034-c2.dd;10;23;10;21;10;10;10;11;11;0.38862180709838867
../data/dimacs_analysis/uf20-034/uf20-034-c3.dd;12;26;12;22;12;12;12;14;14;0.43085527420043945
../data/dimacs_analysis/uf20-034/uf20-034-c4.dd;21;48;24;43;24;24;24;23;25;1.0665068626403809
../data/dimacs_analysis/uf20-034/uf20-034-c5.dd;23;53;27;46;27;27;26;25;27;1.2496616840362549
../data/dimacs_analysis/uf20-034/uf20-034-c6.dd;28;63;35;55;35;35;33;30;31;1.647247076034546
../data/dimacs_analysis/uf20-034/uf20-034-c7.dd;62;128;85;115;85;81;80;72;65;5.0485680103302
../data/dimacs_analysis/uf20-034/uf20-034-c8.dd;74;149;101;134;101;96;96;86;78;6.534119367599487
../data/dimacs_analysis/uf20-034/uf20-034-c9.dd;109;203;145;187;145;137;138;124;114;8.783297061920166
../data/dimacs_analysis/uf20-034/uf20-034-c10.dd;146;258;174;240;174;163;167;159;147;11.959070444107056
../data/dimacs_analysis/uf20-034/uf20-034-c11.dd;176;280;193;251;193;179;177;167;152;12.009440660476685
../data/dimacs_analysis/uf20-034/uf20-034-c12.dd;221;335;240;305;240;218;222;198;182;14.888070821762085
../data/dimacs_analysis/uf20-034/uf20-034-c13.dd;223;329;235;299;235;214;218;192;180;15.777324438095093
../data/dimacs_analysis/uf20-034/uf20-034-c14.dd;245;355;255;324;255;232;237;198;186;19.06185007095337
../data/dimacs_analysis/uf20-034/uf20-034-c15.dd;236;344;247;309;247;228;228;189;177;17.055862188339233
../data/dimacs_analysis/uf20-034/uf20-034-c16.dd;378;462;346;413;346;299;320;269;244;38.049511432647705
../data/dimacs_analysis/uf20-034/uf20-034-c17.dd;542;649;504;575;504;409;459;392;347;47.08188796043396
../data/dimacs_analysis/uf20-034/uf20-034-c18.dd;649;724;572;638;572;470;511;454;397;55.84066390991211
