benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-051/uf20-051-c1.dd;5;10;6;10;6;5;6;4;3;0.13375115394592285
../data/dimacs_analysis/uf20-051/uf20-051-c2.dd;10;24;13;20;13;12;14;11;10;0.49390530586242676
../data/dimacs_analysis/uf20-051/uf20-051-c3.dd;14;33;17;28;17;16;18;16;15;0.8810560703277588
../data/dimacs_analysis/uf20-051/uf20-051-c4.dd;26;57;35;48;35;34;36;31;30;1.8965270519256592
../data/dimacs_analysis/uf20-051/uf20-051-c5.dd;55;105;75;92;75;74;66;72;67;4.956360578536987
../data/dimacs_analysis/uf20-051/uf20-051-c6.dd;109;183;133;167;133;130;123;129;119;8.696639776229858
../data/dimacs_analysis/uf20-051/uf20-051-c7.dd;119;185;134;170;134;128;122;130;118;8.324025630950928
../data/dimacs_analysis/uf20-051/uf20-051-c8.dd;216;312;227;284;227;214;206;219;199;15.933206796646118
../data/dimacs_analysis/uf20-051/uf20-051-c9.dd;302;408;312;380;312;285;290;286;253;21.381945610046387
../data/dimacs_analysis/uf20-051/uf20-051-c10.dd;335;436;343;408;343;311;322;308;273;20.85806107521057
../data/dimacs_analysis/uf20-051/uf20-051-c11.dd;450;563;448;527;448;402;412;386;347;35.60825705528259
../data/dimacs_analysis/uf20-051/uf20-051-c12.dd;606;760;602;707;602;534;552;522;462;47.814677476882935
../data/dimacs_analysis/uf20-051/uf20-051-c13.dd;736;822;687;760;687;584;619;577;497;53.02390480041504
