benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-087/uf20-087-c1.dd;5;12;5;9;5;5;5;5;5;0.18525147438049316
../data/dimacs_analysis/uf20-087/uf20-087-c2.dd;11;27;13;24;13;13;14;13;12;0.545478105545044
../data/dimacs_analysis/uf20-087/uf20-087-c3.dd;25;54;31;50;31;28;32;33;28;1.2477736473083496
../data/dimacs_analysis/uf20-087/uf20-087-c4.dd;43;91;49;84;49;46;52;57;51;2.5207855701446533
../data/dimacs_analysis/uf20-087/uf20-087-c5.dd;60;109;66;101;66;60;69;68;59;3.3948404788970947
../data/dimacs_analysis/uf20-087/uf20-087-c6.dd;95;157;108;144;108;102;111;94;78;5.7824928760528564
../data/dimacs_analysis/uf20-087/uf20-087-c7.dd;145;250;177;228;177;168;175;162;135;10.237726211547852
../data/dimacs_analysis/uf20-087/uf20-087-c8.dd;223;345;243;323;243;231;238;227;193;15.395370960235596
../data/dimacs_analysis/uf20-087/uf20-087-c9.dd;311;498;347;471;347;333;338;327;286;28.60250186920166
../data/dimacs_analysis/uf20-087/uf20-087-c10.dd;501;756;526;728;526;499;516;493;439;45.9779167175293
../data/dimacs_analysis/uf20-087/uf20-087-c11.dd;558;810;566;782;566;537;557;539;480;50.19813823699951
