benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-095/uf20-095-c1.dd;5;11;6;10;6;6;6;6;4;0.13460397720336914
../data/dimacs_analysis/uf20-095/uf20-095-c2.dd;12;28;17;26;17;17;16;14;12;0.561819314956665
../data/dimacs_analysis/uf20-095/uf20-095-c3.dd;26;57;35;53;35;33;35;32;28;1.3990187644958496
../data/dimacs_analysis/uf20-095/uf20-095-c4.dd;42;72;47;68;47;42;47;44;38;2.211376428604126
../data/dimacs_analysis/uf20-095/uf20-095-c5.dd;47;83;55;76;55;50;55;52;46;3.2741811275482178
../data/dimacs_analysis/uf20-095/uf20-095-c6.dd;64;110;75;98;75;70;69;70;59;5.279832601547241
../data/dimacs_analysis/uf20-095/uf20-095-c7.dd;77;127;92;112;92;83;84;80;70;5.366818904876709
../data/dimacs_analysis/uf20-095/uf20-095-c8.dd;130;197;138;179;138;121;131;121;101;7.664686679840088
../data/dimacs_analysis/uf20-095/uf20-095-c9.dd;224;309;231;276;231;190;209;203;163;13.983171224594116
../data/dimacs_analysis/uf20-095/uf20-095-c10.dd;316;442;328;397;328;275;299;291;243;23.900402545928955
../data/dimacs_analysis/uf20-095/uf20-095-c11.dd;421;566;426;484;426;361;375;386;321;30.96151065826416
../data/dimacs_analysis/uf20-095/uf20-095-c12.dd;635;827;632;702;632;547;554;585;498;51.915581941604614
