benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-093/uf20-093-c1.dd;5;12;5;11;5;5;5;5;6;0.15123677253723145
../data/dimacs_analysis/uf20-093/uf20-093-c2.dd;10;23;10;22;10;10;10;10;12;0.4434802532196045
../data/dimacs_analysis/uf20-093/uf20-093-c3.dd;14;34;16;30;16;16;16;17;18;0.776829719543457
../data/dimacs_analysis/uf20-093/uf20-093-c4.dd;20;45;22;40;22;22;21;22;23;1.0722227096557617
../data/dimacs_analysis/uf20-093/uf20-093-c5.dd;46;90;52;77;52;49;49;52;50;2.6592023372650146
../data/dimacs_analysis/uf20-093/uf20-093-c6.dd;86;134;79;121;79;71;81;79;72;4.514563798904419
../data/dimacs_analysis/uf20-093/uf20-093-c7.dd;178;268;165;247;165;148;170;157;136;10.11350679397583
../data/dimacs_analysis/uf20-093/uf20-093-c8.dd;233;387;253;347;253;230;252;236;209;16.662965536117554
../data/dimacs_analysis/uf20-093/uf20-093-c9.dd;300;486;323;432;323;291;337;300;255;25.773564338684082
../data/dimacs_analysis/uf20-093/uf20-093-c10.dd;553;797;552;718;552;492;568;520;436;48.91587281227112
../data/dimacs_analysis/uf20-093/uf20-093-c11.dd;571;772;557;692;557;485;572;506;439;42.774964809417725
../data/dimacs_analysis/uf20-093/uf20-093-c12.dd;724;899;659;796;659;559;672;604;498;52.05235481262207
