benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-056/uf20-056-c1.dd;5;11;6;8;6;6;6;6;5;0.1693897247314453
../data/dimacs_analysis/uf20-056/uf20-056-c2.dd;11;24;13;18;13;12;14;13;11;0.39519596099853516
../data/dimacs_analysis/uf20-056/uf20-056-c3.dd;22;48;29;37;29;27;29;28;24;1.079453468322754
../data/dimacs_analysis/uf20-056/uf20-056-c4.dd;27;56;34;42;34;31;33;33;28;1.2428553104400635
../data/dimacs_analysis/uf20-056/uf20-056-c5.dd;38;77;46;59;46;42;46;45;39;1.8657605648040771
../data/dimacs_analysis/uf20-056/uf20-056-c6.dd;54;92;62;71;62;56;59;60;50;2.2230477333068848
../data/dimacs_analysis/uf20-056/uf20-056-c7.dd;66;105;69;82;69;63;66;68;59;2.805786609649658
../data/dimacs_analysis/uf20-056/uf20-056-c8.dd;103;170;108;136;108;97;104;98;87;7.621252775192261
../data/dimacs_analysis/uf20-056/uf20-056-c9.dd;163;236;165;195;165;141;158;155;132;12.344610214233398
../data/dimacs_analysis/uf20-056/uf20-056-c10.dd;193;279;195;233;195;167;187;183;155;14.680354833602905
../data/dimacs_analysis/uf20-056/uf20-056-c11.dd;196;284;198;238;198;170;192;184;154;15.102537631988525
../data/dimacs_analysis/uf20-056/uf20-056-c12.dd;267;389;271;319;271;232;264;254;215;20.731451749801636
../data/dimacs_analysis/uf20-056/uf20-056-c13.dd;355;556;375;450;375;336;366;355;306;39.68009376525879
../data/dimacs_analysis/uf20-056/uf20-056-c14.dd;371;537;364;438;364;327;353;344;305;33.51452851295471
../data/dimacs_analysis/uf20-056/uf20-056-c15.dd;473;586;408;482;408;369;397;384;339;38.899091482162476
../data/dimacs_analysis/uf20-056/uf20-056-c16.dd;539;624;432;512;432;395;425;406;361;41.049538135528564
../data/dimacs_analysis/uf20-056/uf20-056-c17.dd;836;876;664;755;664;576;621;621;529;72.46387434005737
