benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-055/uf20-055-c1.dd;5;12;5;11;5;5;5;5;5;0.19521260261535645
../data/dimacs_analysis/uf20-055/uf20-055-c2.dd;11;27;13;25;13;13;12;12;12;0.6444966793060303
../data/dimacs_analysis/uf20-055/uf20-055-c3.dd;17;41;19;38;19;19;18;20;20;1.1609394550323486
../data/dimacs_analysis/uf20-055/uf20-055-c4.dd;35;76;43;72;43;43;42;38;39;2.6004254817962646
../data/dimacs_analysis/uf20-055/uf20-055-c5.dd;51;94;60;84;60;54;56;53;49;3.0162265300750732
../data/dimacs_analysis/uf20-055/uf20-055-c6.dd;55;101;62;87;62;56;58;56;54;2.997227191925049
../data/dimacs_analysis/uf20-055/uf20-055-c7.dd;71;125;78;110;78;71;72;72;68;4.965486764907837
../data/dimacs_analysis/uf20-055/uf20-055-c8.dd;143;249;160;225;160;146;149;147;141;12.618201732635498
../data/dimacs_analysis/uf20-055/uf20-055-c9.dd;195;330;218;287;218;198;190;201;192;16.839898824691772
../data/dimacs_analysis/uf20-055/uf20-055-c10.dd;232;365;262;305;262;229;222;236;219;17.64465093612671
../data/dimacs_analysis/uf20-055/uf20-055-c11.dd;270;388;284;327;284;252;258;241;220;19.62687849998474
../data/dimacs_analysis/uf20-055/uf20-055-c12.dd;475;674;493;587;493;444;466;422;382;39.39944243431091
../data/dimacs_analysis/uf20-055/uf20-055-c13.dd;533;704;535;615;535;472;499;446;407;40.55914521217346
../data/dimacs_analysis/uf20-055/uf20-055-c14.dd;1015;1320;1012;1179;1012;904;972;846;767;83.70563650131226
