benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../dimacs_analysis/uf20-021/uf20-021-c1.dd;5;12;5;11;5;5;5;5;5;0.10699892044067383
../dimacs_analysis/uf20-021/uf20-021-c2.dd;11;27;13;25;13;13;13;15;13;0.32987189292907715
../dimacs_analysis/uf20-021/uf20-021-c3.dd;22;46;24;41;24;24;25;27;24;0.9095652103424072
../dimacs_analysis/uf20-021/uf20-021-c4.dd;36;67;42;61;42;40;42;38;33;1.3262465000152588
../dimacs_analysis/uf20-021/uf20-021-c5.dd;40;76;49;68;49;47;47;43;37;1.5461342334747314
../dimacs_analysis/uf20-021/uf20-021-c6.dd;82;152;98;137;98;93;101;89;76;3.9066548347473145
../dimacs_analysis/uf20-021/uf20-021-c7.dd;138;254;163;232;163;155;169;150;130;6.829549551010132
../dimacs_analysis/uf20-021/uf20-021-c8.dd;199;304;187;279;187;177;196;183;162;7.689130544662476
../dimacs_analysis/uf20-021/uf20-021-c9.dd;245;394;250;360;250;240;254;234;208;12.442902326583862
../dimacs_analysis/uf20-021/uf20-021-c10.dd;465;573;409;508;409;391;407;373;322;20.333364009857178
../dimacs_analysis/uf20-021/uf20-021-c11.dd;474;587;438;502;438;394;415;406;343;22.265121936798096
../dimacs_analysis/uf20-021/uf20-021-c12.dd;668;713;552;619;552;494;469;499;439;30.666139364242554
../dimacs_analysis/uf20-021/uf20-021-c13.dd;615;668;500;574;500;446;425;474;411;28.731011152267456
../dimacs_analysis/uf20-021/uf20-021-c14.dd;824;824;612;709;612;543;521;585;500;39.803316593170166
../dimacs_analysis/uf20-021/uf20-021-c15.dd;1331;1282;954;1115;954;824;809;918;788;61.74829626083374
