benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-088/uf20-088-c1.dd;5;11;6;11;6;6;6;5;5;0.15531277656555176
../data/dimacs_analysis/uf20-088/uf20-088-c2.dd;12;29;14;26;14;14;16;13;13;0.6457440853118896
../data/dimacs_analysis/uf20-088/uf20-088-c3.dd;24;55;31;50;31;30;32;25;24;1.6845765113830566
../data/dimacs_analysis/uf20-088/uf20-088-c4.dd;37;78;45;71;45;43;47;38;35;2.560558557510376
../data/dimacs_analysis/uf20-088/uf20-088-c5.dd;57;119;77;111;77;75;78;68;58;4.8034210205078125
../data/dimacs_analysis/uf20-088/uf20-088-c6.dd;111;204;139;193;139;134;138;123;109;10.753902673721313
../data/dimacs_analysis/uf20-088/uf20-088-c7.dd;209;284;210;272;210;189;209;187;163;15.862938404083252
../data/dimacs_analysis/uf20-088/uf20-088-c8.dd;292;375;292;357;292;258;282;253;225;17.385613441467285
../data/dimacs_analysis/uf20-088/uf20-088-c9.dd;300;387;296;369;296;256;286;261;230;18.161324977874756
../data/dimacs_analysis/uf20-088/uf20-088-c10.dd;316;408;316;373;316;268;298;283;248;18.979009866714478
../data/dimacs_analysis/uf20-088/uf20-088-c11.dd;320;409;322;357;322;276;286;287;248;20.418715238571167
../data/dimacs_analysis/uf20-088/uf20-088-c12.dd;416;533;408;467;408;357;362;367;328;35.43212008476257
../data/dimacs_analysis/uf20-088/uf20-088-c13.dd;508;657;499;578;499;447;440;443;397;64.07382655143738
