benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-074/uf20-074-c1.dd;5;12;5;11;5;5;5;5;5;0.17337489128112793
../data/dimacs_analysis/uf20-074/uf20-074-c2.dd;10;23;13;21;13;13;12;9;10;0.5246322154998779
../data/dimacs_analysis/uf20-074/uf20-074-c3.dd;17;37;24;34;24;23;23;18;17;1.1886658668518066
../data/dimacs_analysis/uf20-074/uf20-074-c4.dd;33;71;43;67;43;41;42;35;33;2.601222276687622
../data/dimacs_analysis/uf20-074/uf20-074-c5.dd;59;120;77;115;77;73;76;55;52;4.1537628173828125
../data/dimacs_analysis/uf20-074/uf20-074-c6.dd;83;159;106;154;106;100;105;80;75;6.114219427108765
../data/dimacs_analysis/uf20-074/uf20-074-c7.dd;160;278;191;269;191;180;188;154;147;13.058732509613037
../data/dimacs_analysis/uf20-074/uf20-074-c8.dd;161;280;194;270;194;181;190;153;148;13.221883773803711
../data/dimacs_analysis/uf20-074/uf20-074-c9.dd;253;358;255;342;255;224;247;194;188;20.32120418548584
../data/dimacs_analysis/uf20-074/uf20-074-c10.dd;387;504;377;482;377;320;365;305;278;32.223214864730835
../data/dimacs_analysis/uf20-074/uf20-074-c11.dd;459;554;419;532;419;356;406;346;310;35.061180114746094
../data/dimacs_analysis/uf20-074/uf20-074-c12.dd;479;612;469;590;469;395;455;382;334;39.71893119812012
../data/dimacs_analysis/uf20-074/uf20-074-c13.dd;543;637;503;579;503;405;456;442;374;39.36125874519348
../data/dimacs_analysis/uf20-074/uf20-074-c14.dd;556;584;466;512;466;373;420;408;341;37.77065348625183
../data/dimacs_analysis/uf20-074/uf20-074-c15.dd;584;614;498;542;498;400;461;419;354;40.4562931060791
../data/dimacs_analysis/uf20-074/uf20-074-c16.dd;565;604;489;531;489;409;450;406;343;40.42107820510864
../data/dimacs_analysis/uf20-074/uf20-074-c17.dd;786;830;664;738;664;565;617;543;464;56.633058309555054
