benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-040/uf20-040-c1.dd;5;12;5;9;5;5;5;5;6;0.1636817455291748
../data/dimacs_analysis/uf20-040/uf20-040-c2.dd;9;19;9;16;9;9;9;9;10;0.34760093688964844
../data/dimacs_analysis/uf20-040/uf20-040-c3.dd;14;29;17;25;17;17;14;18;15;0.6722812652587891
../data/dimacs_analysis/uf20-040/uf20-040-c4.dd;22;46;32;38;31;30;23;30;24;1.3289735317230225
../data/dimacs_analysis/uf20-040/uf20-040-c5.dd;39;77;51;66;50;49;41;44;41;2.940309762954712
../data/dimacs_analysis/uf20-040/uf20-040-c6.dd;52;98;65;84;64;62;52;57;52;4.023781776428223
../data/dimacs_analysis/uf20-040/uf20-040-c7.dd;105;183;122;157;121;114;100;112;100;7.173492431640625
../data/dimacs_analysis/uf20-040/uf20-040-c8.dd;123;219;138;193;137;134;118;132;118;9.916033029556274
../data/dimacs_analysis/uf20-040/uf20-040-c9.dd;159;293;175;253;174;171;156;166;154;14.247686386108398
../data/dimacs_analysis/uf20-040/uf20-040-c10.dd;189;335;205;289;204;201;188;196;184;18.02996301651001
../data/dimacs_analysis/uf20-040/uf20-040-c11.dd;209;355;226;297;225;217;198;216;200;19.313596487045288
../data/dimacs_analysis/uf20-040/uf20-040-c12.dd;266;438;283;364;282;275;252;272;251;24.712503671646118
../data/dimacs_analysis/uf20-040/uf20-040-c13.dd;309;448;295;375;294;282;269;283;250;24.3854923248291
../data/dimacs_analysis/uf20-040/uf20-040-c14.dd;357;499;334;418;333;317;306;320;282;25.417282104492188
../data/dimacs_analysis/uf20-040/uf20-040-c15.dd;376;523;354;443;353;331;323;342;305;28.212154150009155
../data/dimacs_analysis/uf20-040/uf20-040-c16.dd;438;596;407;496;406;383;366;394;353;36.53545093536377
../data/dimacs_analysis/uf20-040/uf20-040-c17.dd;463;611;423;511;422;399;378;397;363;37.86527752876282
../data/dimacs_analysis/uf20-040/uf20-040-c18.dd;616;717;526;587;525;480;444;480;436;41.248865604400635
../data/dimacs_analysis/uf20-040/uf20-040-c19.dd;646;740;542;610;541;497;462;498;453;45.70173454284668
../data/dimacs_analysis/uf20-040/uf20-040-c20.dd;794;914;681;759;680;617;592;612;553;58.8567898273468
