benchmark-name;init;norm;bdd;zbdd;tbdd;cbdd;czdd;esr;abdd;elapsed
../data/dimacs_analysis/uf20-037/uf20-037-c1.dd;5;12;5;9;5;5;5;5;5;0.1651904582977295
../data/dimacs_analysis/uf20-037/uf20-037-c2.dd;9;21;9;18;9;9;9;9;9;0.549997091293335
../data/dimacs_analysis/uf20-037/uf20-037-c3.dd;15;30;14;27;14;14;14;14;15;0.9980652332305908
../data/dimacs_analysis/uf20-037/uf20-037-c4.dd;23;44;22;38;22;22;21;24;23;1.272322416305542
../data/dimacs_analysis/uf20-037/uf20-037-c5.dd;42;78;37;70;37;37;35;41;41;3.4631905555725098
../data/dimacs_analysis/uf20-037/uf20-037-c6.dd;74;107;64;96;64;60;64;65;58;4.813083171844482
../data/dimacs_analysis/uf20-037/uf20-037-c7.dd;145;197;122;182;122;114;125;127;114;10.183265447616577
../data/dimacs_analysis/uf20-037/uf20-037-c8.dd;269;374;241;353;241;224;245;239;214;23.978129863739014
../data/dimacs_analysis/uf20-037/uf20-037-c9.dd;326;458;323;411;323;292;296;304;265;28.89675498008728
../data/dimacs_analysis/uf20-037/uf20-037-c10.dd;483;624;462;555;462;404;415;427;370;43.39313817024231
../data/dimacs_analysis/uf20-037/uf20-037-c11.dd;513;608;450;553;450;397;407;394;352;40.23405051231384
../data/dimacs_analysis/uf20-037/uf20-037-c12.dd;631;750;546;678;546;494;494;478;432;51.306527614593506
